protein	rep	Iden	cluster	Phylum	Class	Order	Family	Genus	Species	newPhylum	RefID	diff_zscore
DHFR,folA	BackhedF_2015__SID397_M__bin.34|gene_id_491	31.21	CM_madagascar__A10_02_1FE__bin.7|gene_id_2329, GUT_GENOME103847_00948, gene_id_2699063, BackhedF_2015__SID397_M__bin.34|gene_id_491, GUT_GENOME001027_01177	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp CAG 264	Firmicutes	refID063019	0.808758461058363
DHFR,folA	ChengpingW_2017__AS122raw__bin.11|gene_id_2518	31.22	FengQ_2015__SID31004__bin.10|gene_id_181, ChengpingW_2017__AS122raw__bin.11|gene_id_2518, gene_id_3119173, GUT_GENOME096174_01067, GUT_GENOME239725_01689	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides plebeius CAG 211	Bacteroidetes	refID124069	0.224210266432021
DHFR,folA	GUT_GENOME001538_00705	31.22	BackhedF_2015__SID240_12M__bin.21|gene_id_210, GUT_GENOME001538_00705, gene_id_3246280	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella intestinalis	Actinobacteria	refID183427	0.216202756916592
DHFR,folA	CM_madagascar__A85_01_1FE__bin.46|gene_id_1245	31.28	CM_madagascar__V53_02_1FE__bin.36|gene_id_1197, gene_id_6741102, CM_madagascar__A85_01_1FE__bin.46|gene_id_1245, GUT_GENOME142522_00421, GUT_GENOME234296_00813, gene_id_6738159	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium ruminantium	Actinobacteria	refID106558	0.168157699824016
DHFR,folA	QinJ_2012__DOF008__bin.23|gene_id_2608	31.32	GUT_GENOME140065_02320, FengQ_2015__SID31416__bin.41|gene_id_1940, GUT_GENOME226927_00469, QinJ_2012__DOF008__bin.23|gene_id_2608	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp	Firmicutes	refID119086	0.216202756916591
DHFR,folA	FengQ_2015__SID31877__bin.21|gene_id_268	31.32	GUT_GENOME092757_00261, FengQ_2015__SID31877__bin.21|gene_id_268, ZellerG_2014__CCIS80834637ST-4-0__bin.20|gene_id_2766	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium sp An298	Firmicutes	refID150851	0.376352947225178
DHFR,folA	LoombaR_2017__SID5639_uuc__bin.37|gene_id_2134	31.32	GUT_GENOME131073_02127, LoombaR_2017__SID5639_uuc__bin.37|gene_id_2134	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium sp An118	Firmicutes	refID158778	-0.696653327842352
DHFR,folA	LeChatelierE_2013__MH0203__bin.97|gene_id_2102	31.32	GUT_GENOME111133_01960, LeChatelierE_2013__MH0203__bin.97|gene_id_2102, GeversD_2014__SKBSTL062__bin.30|gene_id_94, LeChatelierE_2013__MH0406__bin.87|gene_id_168, GUT_GENOME169805_00922, QinN_2014__LD-35__bin.18|gene_id_1663, GUT_GENOME112667_00164, GUT_GENOME155703_01601, GUT_GENOME000049_00434	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	Anaerotignum lactatifermentans	Firmicutes	refID162280	-0.104097623700581
DHFR,folA	GUT_GENOME001379_00590	31.32	Bengtsson-PalmeJ_2015__TRAVELRES67__bin.35|gene_id_2440, GUT_GENOME001379_00590	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus eutactus_A	Firmicutes	refID168177	-0.408382985286896
DHFR,folA	GUT_GENOME001213_00210	31.32	LoombaR_2017__SID5395_kej__bin.39|gene_id_1222, GUT_GENOME001213_00210	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea sp900066555	Firmicutes	refID169688	-0.624585742203488
DHFR,folA	GUT_GENOME140278_00805	31.32	GUT_GENOME140278_00805	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas	Sellimonas sp002161525	Firmicutes	refID301077	0.192180228370304
DHFR,folA	GUT_GENOME098045_00471	31.35	HeQ_2017__RSZAXPI003105-143__bin.33|gene_id_463, GUT_GENOME098045_00471	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea sp900240315	Firmicutes	refID088802	-0.176165209339445
DHFR,folA	GUT_GENOME000285_01736	31.35	BackhedF_2015__SID507_12M__bin.14|gene_id_584, GUT_GENOME000285_01736	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	Bacteroidetes	refID189978	0.624585742203488
DHFR,folA	XieH_2016__YSZC12003_37179__bin.40|gene_id_612	31.37	GUT_GENOME257278_00597, XieH_2016__YSZC12003_37179__bin.40|gene_id_612	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp KLE 1755	Firmicutes	refID104291	-0.464435551894901
DHFR,folA	LeChatelierE_2013__MH0438__bin.43|gene_id_2208	31.37	GUT_GENOME113868_02192, LeChatelierE_2013__MH0438__bin.43|gene_id_2208	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	Bacteroidetes	refID189425	0.408382985286897
DHFR,folA	BritoIL_2016__M2.52.ST__bin.74|gene_id_127	31.37	GUT_GENOME013560_01078, BritoIL_2016__M2.52.ST__bin.74|gene_id_127	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira sp CAG 700	Spirochaetes	refID318659	0.568533175595482
DHFR,folA	XieH_2016__YSZC12003_35524__bin.37|gene_id_2243	31.38	XieH_2016__YSZC12003_36055__bin.93|gene_id_793, GUT_GENOME065882_02295, XieH_2016__YSZC12003_35524__bin.37|gene_id_2243, GUT_GENOME008080_00867	Firmicutes	Clostridia	Clostridiales	Clostridiales	Clostridiales	butyrate producing bacterium SM4 1	Firmicutes	refID154529	-0.464435551894901
DHFR,folA	GeversD_2014__SKBSTL068__bin.56|gene_id_332	31.41	GUT_GENOME000608_02112, GeversD_2014__SKBSTL068__bin.56|gene_id_332	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	Bacteroidetes	refID033826	0.144135171277728
DHFR,folA	QinN_2014__LD-33__bin.37|gene_id_1582	31.41	GUT_GENOME155674_01610, QinN_2014__LD-33__bin.37|gene_id_1582	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp CAG 633	Bacteroidetes	refID257315	-0.0800750951542933
DHFR,folA	CM_cf__CF_TNFC048SA_t1M16__bin.1|gene_id_59	31.46	gene_id_5667356, CM_cf__CF_TNFC048SA_t1M16__bin.1|gene_id_59	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia sp HMSC062F03	Actinobacteria	refID093459	0.536503137533765
DHFR,folA	ZeeviD_2015__PNP_Main_4__bin.42|gene_id_649	31.49	RampelliS_2015__H14__bin.90|gene_id_1101, GUT_GENOME124777_01520, ZeeviD_2015__PNP_Main_4__bin.42|gene_id_649, GUT_GENOME036500_02033, RaymondF_2016__P23C7__bin.34|gene_id_1386	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter sp	Firmicutes	refID049293	-0.432405513833184
DHFR,folA	QinN_2014__LD-11__bin.70|gene_id_826	31.49	GUT_GENOME155275_00828, QinN_2014__LD-11__bin.70|gene_id_826	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter sp	Firmicutes	refID062581	-0.792743442027504
DHFR,folA	GUT_GENOME096284_01127	31.49	GUT_GENOME096284_01127	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enorma	Enorma massiliensis	Actinobacteria	refID079862	16.3353194114758
DHFR,folA	GUT_GENOME000159_00273	31.49	GUT_GENOME000159_00273	Firmicutes	Clostridia	Peptostreptococcales	Anaerovoracaceae	UBA1191	UBA1191 sp900066305	Firmicutes	refID126949	-0.136127661762299
DHFR,folA	HeQ_2017__RSZAXPI003069-101__bin.6|gene_id_3403	31.52	HeQ_2017__RSZAXPI003099-133__bin.12|gene_id_1835, GUT_GENOME141054_04331, GUT_GENOME000931_05139, gene_id_3398968, HeQ_2017__RSZAXPI003069-101__bin.6|gene_id_3403	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Enterocloster asparagiformis	Firmicutes	refID061336	0.71266834687321
DHFR,folA	GUT_GENOME000518_02332	31.52	GeversD_2014__SKBSTL021__bin.18|gene_id_3116, GUT_GENOME000518_02332	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii	Firmicutes	refID096996	-0.224210266432021
DHFR,folA	BackhedF_2015__SID128_12M__bin.37|gene_id_1624	31.52	GUT_GENOME001295_01249, ZeeviD_2015__PNP_Main_446__bin.28|gene_id_1111, GUT_GENOME000131_02737, BackhedF_2015__SID128_12M__bin.37|gene_id_1624, ZeeviD_2015__PNP_Main_230__bin.37|gene_id_1666, SchirmerM_2016__G88850__bin.13|gene_id_3530, FengQ_2015__SID31865__bin.33|gene_id_1454, BackhedF_2015__SID238_M__bin.26|gene_id_1942, SchirmerM_2016__G88900__bin.5|gene_id_1038, GUT_GENOME000676_02330, GUT_GENOME262105_00790, GUT_GENOME001709_02808, ZeeviD_2015__PNP_Main_146__bin.53|gene_id_1043, LiSS_2016__FAT_014-22-84-0__bin.51|gene_id_1193	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp CAG 90	Firmicutes	refID136540	-0.392367966256037
DHFR,folA	CM_madagascar__V12_01_2FE__bin.27|gene_id_1881	31.54	GUT_GENOME019095_01914, CM_madagascar__V12_01_2FE__bin.27|gene_id_1881	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella multisaccharivorax	Bacteroidetes	refID138272	0.95289363233609
DHFR,folA	CM_madagascar__A13_01_1FE__bin.25|gene_id_48	31.61	GeversD_2014__SKBSTL007__bin.18|gene_id_979, CM_madagascar__A13_01_1FE__bin.25|gene_id_48, HMP_2012__SRS013818__bin.34|gene_id_596, QinN_2014__LD-25__bin.10|gene_id_471, GUT_GENOME017828_00047, KarlssonFH_2013__S370__bin.37|gene_id_1630, gene_id_3663465, GUT_GENOME076493_00564, QinN_2014__LV-6__bin.16|gene_id_681, GUT_GENOME000571_00652, GUT_GENOME268665_00359, ZeeviD_2015__PNP_Main_233__bin.47|gene_id_357, BackhedF_2015__SID385_4M__bin.1|gene_id_251, GUT_GENOME140340_01232, FengQ_2015__SID530258__bin.9|gene_id_24, gene_id_910200, BackhedF_2015__SID42_B__bin.1|gene_id_1548	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus vestibularis	Firmicutes	refID133431	-0.176165209339445
DHFR,folA	HMP_2012__SRS016095__bin.23|gene_id_1563	31.61	GUT_GENOME214037_00079, HMP_2012__SRS016095__bin.23|gene_id_1563	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea longicatena	Firmicutes	refID200257	0.640600761234347
DHFR,folA	GUT_GENOME143157_00947	31.65	GUT_GENOME143157_00947	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium	Clostridium sp003024715	Firmicutes	refID176651	0.664623289780634
DHFR,folA	GUT_GENOME001587_01465	31.65	gene_id_388988, GUT_GENOME001587_01465	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans	Firmicutes	refID300273	0.416390494802325
DHFR,folA	AsnicarF_2017__MV_FEI4_t2Q15__bin.5|gene_id_831	31.68	GUT_GENOME095943_00503, gene_id_6875715, gene_id_4745029, gene_id_6915638, AsnicarF_2017__MV_FEI4_t2Q15__bin.5|gene_id_831	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus acidilactici	Firmicutes	refID206545	0.680638308811493
DHFR,folA	BackhedF_2015__SID103_12M__bin.6|gene_id_1777	31.69	GUT_GENOME239673_02049, BackhedF_2015__SID103_12M__bin.6|gene_id_1777	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp KLE 1755	Firmicutes	refID065578	-0.312292871101744
DHFR,folA	LeChatelierE_2013__MH0415__bin.58|gene_id_1209	31.69	LeChatelierE_2013__MH0135__bin.12|gene_id_2304, LeChatelierE_2013__MH0415__bin.58|gene_id_1209, GUT_GENOME109620_02321	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Phocaeicola salanitronis	Bacteroidetes	refID069967	-0.528495628018336
DHFR,folA	gene_id_4710145	31.69	gene_id_6950987, gene_id_4466391, gene_id_6963675, BackhedF_2015__SID203_B__bin.3|gene_id_211, gene_id_6810635, gene_id_3573092, gene_id_3545988, gene_id_4793781, gene_id_5227576, gene_id_3616720, gene_id_4789115, gene_id_4710145, gene_id_6959075, GUT_GENOME103721_01354, gene_id_6956320, gene_id_6947523, gene_id_6960825	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	Firmicutes	refID156689	7.14706072102445e-16
DHFR,folA	FengQ_2015__SID530172__bin.44|gene_id_592	31.69	GUT_GENOME001190_00759, FengQ_2015__SID530172__bin.44|gene_id_592	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp CAG 192	Firmicutes	refID196213	-0.376352947225178
DHFR,folA	WenC_2017__N307__bin.21|gene_id_2084	31.72	HMP_2012__SRS013800__bin.11|gene_id_369, WenC_2017__N307__bin.21|gene_id_2084, GUT_GENOME155164_02125	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides plebeius CAG 211	Bacteroidetes	refID128677	-0.272255323524597
DHFR,folA	GUT_GENOME253356_00393	31.72	XieH_2016__YSZC12003_35707__bin.25|gene_id_623, GUT_GENOME253356_00393	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp000434235	Bacteroidetes	refID141051	0.648608270749775
DHFR,folA	ZeeviD_2015__PNP_Main_650__bin.17|gene_id_448	31.75	ZeeviD_2015__PNP_Main_650__bin.17|gene_id_448, RampelliS_2015__H24__bin.23|gene_id_1008, GUT_GENOME277404_00443, GUT_GENOME157353_00995	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp P4 65	Bacteroidetes	refID033578	-0.664623289780635
DHFR,folA	GUT_GENOME259567_00042	31.79	BritoIL_2016__M1.59.ST__bin.87|gene_id_509, GUT_GENOME259567_00042	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA6398	UBA6398 sp003150315	Bacteroidetes	refID247693	-0.128120152246869
DHFR,folA	WenC_2017__RA132__bin.14|gene_id_242	31.85	GUT_GENOME250809_00234, WenC_2017__RA132__bin.14|gene_id_242	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes finegoldii	Bacteroidetes	refID267916	-0.248232794978309
DHFR,folA	GeversD_2014__SKSTL0004__bin.39|gene_id_2112	31.87	ZeeviD_2015__PNP_DietIntervention_36__bin.11|gene_id_2118, GUT_GENOME264873_02019, GUT_GENOME239737_00410, GeversD_2014__SKSTL0004__bin.39|gene_id_2112	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia sp CAG 52	Firmicutes	refID179860	-0.352330418678891
DHFR,folA	QinJ_2012__T2D-092__bin.20|gene_id_1132	31.87	GUT_GENOME000963_02622, QinJ_2012__T2D-092__bin.20|gene_id_1132	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp D5	Firmicutes	refID183953	-0.59255570414177
DHFR,folA	Bengtsson-PalmeJ_2015__TRAVELRES30__bin.30|gene_id_948	31.87	GUT_GENOME206071_00861, Bengtsson-PalmeJ_2015__TRAVELRES30__bin.30|gene_id_948	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella viscericola	Bacteroidetes	refID271247	-0.83278098960465
DHFR,folA	BackhedF_2015__SID345_4M__bin.6|gene_id_253	31.87	GUT_GENOME142496_02303, LiJ_2014__O2.UC15-0__bin.49|gene_id_797, GUT_GENOME001373_00305, IjazUZ_2017__S45_a_WGS__bin.8|gene_id_913, BackhedF_2015__SID345_4M__bin.6|gene_id_253, ZellerG_2014__CCIS81710917ST-20-0__bin.25|gene_id_1227, GUT_GENOME103557_00915, GUT_GENOME077706_02196	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea sp CAG 317	Firmicutes	refID274614	-0.072067585638864
DHFR,folA	BritoIL_2016__W1.42.ST__bin.64|gene_id_586	31.87	GUT_GENOME225852_01125, BritoIL_2016__W1.42.ST__bin.64|gene_id_586	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc lactis	Firmicutes	refID306418	0.408382985286897
DHFR,folA	NielsenHB_2014__V1_UC55_4__bin.92|gene_id_888	31.89	SchirmerM_2016__G89006__bin.8|gene_id_1169, GUT_GENOME138841_00894, NielsenHB_2014__V1_UC55_4__bin.92|gene_id_888, LeChatelierE_2013__MH0421__bin.38|gene_id_666, GUT_GENOME113217_00659	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp CAG 409	Bacteroidetes	refID085357	0.0400375475771465
DHFR,folA	RaymondF_2016__P23C7__bin.35|gene_id_1860	31.89	GUT_GENOME158821_01852, RaymondF_2016__P23C7__bin.35|gene_id_1860	Firmicutes	Clostridia	Clostridiales	Clostridiales	Flavonifractor	Flavonifractor sp An10	Firmicutes	refID119584	-0.47244306141033
DHFR,folA	FengQ_2015__SID530251__bin.24|gene_id_2612	31.89	GUT_GENOME096206_02656, FengQ_2015__SID530251__bin.24|gene_id_2612	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae bacterium CAG 215	Firmicutes	refID138855	-0.296277852070885
DHFR,folA	XieH_2016__YSZC12003_35980__bin.38|gene_id_444	31.89	GUT_GENOME286769_00424, XieH_2016__YSZC12003_35980__bin.38|gene_id_444	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium coprostanoligenes	Firmicutes	refID153538	2.20206511674307
DHFR,folA	GUT_GENOME135463_00190	31.89	NielsenHB_2014__O2_UC40_2__bin.23|gene_id_180, GUT_GENOME135463_00190	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Paramuribaculum sp000431155	Bacteroidetes	refID227267	0.0960901141851519
DHFR,folA	FengQ_2015__SID532796__bin.10|gene_id_1602	31.97	GUT_GENOME142390_01485, FengQ_2015__SID532796__bin.10|gene_id_1602	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp CAG 157	Bacteroidetes	refID064798	0.368345437709749
DHFR,folA	GUT_GENOME070341_01905	32	KarlssonFH_2013__S53__bin.18|gene_id_246, GUT_GENOME070341_01905	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000436595	Bacteroidetes	refID037669	-0.280262833040027
DHFR,folA	GUT_GENOME017394_01471	32.03	ChengpingW_2017__AS81raw__bin.9|gene_id_1497, GUT_GENOME017394_01471	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp000437735	Firmicutes	refID199285	-0.00800750951542933
DHFR,folA	LiJ_2014__V1.UC38-4__bin.38|gene_id_1233	32.05	NielsenHB_2014__MH0122__bin.20|gene_id_371, ChengpingW_2017__AS4raw__bin.30|gene_id_272, HMP_2012__SRS023595__bin.63|gene_id_453, GUT_GENOME194726_00730, HMP_2012__SRS024557__bin.4|gene_id_208, GUT_GENOME038289_00380, Bengtsson-PalmeJ_2015__TRAVELRES6__bin.62|gene_id_313, FerrettiP_2018__CA_C10007MS2097SA_t0M15__bin.23|gene_id_1350, FerrettiP_2018__CA_C10020IS2347FE_t4M15__bin.2|gene_id_519, GeversD_2014__SKBSTL066__bin.4|gene_id_500, ZeeviD_2015__PNP_Main_188__bin.18|gene_id_811, BackhedF_2015__SID105_12M__bin.7|gene_id_1283, GUT_GENOME062339_00843, VatanenT_2016__G80614__bin.4|gene_id_1250, HeQ_2017__SZAXPI029559-50__bin.27|gene_id_1067, BackhedF_2015__SID560_B__bin.5|gene_id_1226, HMP_2012__SRS022719__bin.15|gene_id_430, LiJ_2014__V1.UC38-4__bin.38|gene_id_1233, HMP_2012__SRS043239__bin.17|gene_id_394, QinJ_2012__T2D-022__bin.4|gene_id_1327, GUT_GENOME155913_00124, QinN_2014__LD-85__bin.58|gene_id_632, HMP_2012__SRS019045__bin.41|gene_id_1768, VatanenT_2016__G80574__bin.1|gene_id_1170, HMP_2012__SRS023930__bin.23|gene_id_232, QinN_2014__LD-43__bin.2|gene_id_178, GUT_GENOME212287_01842, GUT_GENOME082800_01740, GUT_GENOME155972_00151, QinN_2014__LD-53__bin.3|gene_id_644, WenC_2017__N217__bin.27|gene_id_195, GUT_GENOME176758_01298, Bengtsson-PalmeJ_2015__TRAVELRES49__bin.115|gene_id_658, BackhedF_2015__SID511_M__bin.3|gene_id_1461, GeversD_2014__SKBSTL040__bin.55|gene_id_252, GUT_GENOME005404_00167, GUT_GENOME151605_01137, HMP_2012__SRS022079__bin.1|gene_id_239, LoombaR_2017__SID0006_evh__bin.6|gene_id_410, QinN_2014__HD-41__bin.19|gene_id_431, QinN_2014__LD-78__bin.25|gene_id_1599, XieH_2016__YSZC12003_37754__bin.98|gene_id_174, QinJ_2012__T2D-088__bin.33|gene_id_808, ChengpingW_2017__AS68raw__bin.39|gene_id_1786, VatanenT_2016__G80491__bin.4|gene_id_328, BritoIL_2016__W2.43.SA__bin.6|gene_id_832, QinN_2014__LD-44__bin.30|gene_id_118, BackhedF_2015__SID180_B__bin.6|gene_id_485, QinN_2014__LD-45__bin.22|gene_id_1088, HMP_2012__SRS015578__bin.47|gene_id_1674, GUT_GENOME207341_00416, GUT_GENOME079379_00172, KosticAD_2015__PRJNA231909.3105747__bin.4|gene_id_696, QinN_2014__LD-78__bin.25|gene_id_996, GUT_GENOME207512_00894, QinN_2014__LV-19__bin.6|gene_id_1226, GeversD_2014__SKBSTL018__bin.59|gene_id_194	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus sp HMSC061E01	Proteobacteria	refID225172	-0.696653327842352
DHFR,folA	GUT_GENOME103705_04882	32.07	HeQ_2017__SZAXPI029463-136__bin.53|gene_id_600, GUT_GENOME103705_04882, GUT_GENOME000594_02262, GUT_GENOME143127_00863, HeQ_2017__RSZAXPI003077-109__bin.49|gene_id_3465	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia producta	Firmicutes	refID039086	-0.336315399648032
DHFR,folA	CosteaPI_2017__SID713A045-11-0-0__bin.14|gene_id_1230	32.07	Bengtsson-PalmeJ_2015__TRAVELRES38__bin.41|gene_id_1840, CosteaPI_2017__SID713A045-11-0-0__bin.14|gene_id_1230, GUT_GENOME279899_01706, GUT_GENOME239684_02232, GUT_GENOME258268_00844	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes bacterium CAG 129	Firmicutes	refID070095	0.344322909163461
DHFR,folA	BritoIL_2016__W1.21.ST__bin.42|gene_id_1018	32.07	GUT_GENOME234391_01884, BritoIL_2016__W1.21.ST__bin.42|gene_id_1018	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus	Firmicutes	refID291837	-0.384360456740608
DHFR,folA	LeChatelierE_2013__MH0419__bin.78|gene_id_2582	32.09	LeChatelierE_2013__MH0419__bin.78|gene_id_2582, GUT_GENOME113180_02434	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp	Firmicutes	refID173042	0.0560525666080052
DHFR,folA	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.159|gene_id_1695	32.14	GUT_GENOME011015_01449, Bengtsson-PalmeJ_2015__TRAVELRES9__bin.159|gene_id_1695	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	Proteobacteria	refID146592	-0.112105133216011
DHFR,folA	GUT_GENOME000899_00481	32.19	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.100|gene_id_1508, GUT_GENOME000899_00481	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp900240235	Bacteroidetes	refID040633	0.216202756916592
DHFR,folA	NielsenHB_2014__V1_UC11_5__bin.24|gene_id_2240	32.21	GUT_GENOME000139_01909, gene_id_3369437, NielsenHB_2014__V1_UC11_5__bin.24|gene_id_2240	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hydrogenotrophica CAG 147	Firmicutes	refID205613	-0.632593251718917
DHFR,folA	QinJ_2012__CON-094__bin.51|gene_id_1603	32.24	GUT_GENOME029301_01735, QinJ_2012__CON-094__bin.51|gene_id_1603	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp	Bacteroidetes	refID081640	-0.208195247401163
DHFR,folA	GUT_GENOME237878_00584	32.28	GUT_GENOME237878_00584	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	Succinivibrio sp003456415	Proteobacteria	refID071484	-0.0880826046697227
DHFR,folA	BackhedF_2015__SID10_M__bin.16|gene_id_3188	32.28	GUT_GENOME097684_01614, BackhedF_2015__SID10_M__bin.16|gene_id_3188, GUT_GENOME140245_00084, ChengpingW_2017__AS81raw__bin.28|gene_id_2897, GUT_GENOME239789_01581, GUT_GENOME000944_00819, VogtmannE_2016__MMRS15137911ST-27-0-0__bin.28|gene_id_3861, YuJ_2015__SZAXPI017465-43__bin.4|gene_id_3855, GUT_GENOME002158_03247, HeQ_2017__RSZAXPI003063-104__bin.16|gene_id_1622, GUT_GENOME105301_01722, GUT_GENOME096473_00776, VogtmannE_2016__MMRS84085284ST-27-0-0__bin.21|gene_id_75, HMP_2012__SRS020869__bin.30|gene_id_3227	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides gordonii	Bacteroidetes	refID139325	0.560525666080053
DHFR,folA	ZeeviD_2015__PNP_Main_632__bin.23|gene_id_1214	32.42	GUT_GENOME259524_00684, XieH_2016__YSZC12003_37315__bin.107|gene_id_674, ZeeviD_2015__PNP_Main_632__bin.23|gene_id_1214, GUT_GENOME277097_01214	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes bacterium CAG 555	Firmicutes	refID195111	0.208195247401162
DHFR,folA	ZeeviD_2015__PNP_Main_594__bin.3|gene_id_170	32.43	GUT_GENOME096511_02992, ZeeviD_2015__PNP_Main_594__bin.3|gene_id_170, GUT_GENOME219438_03601	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	Coprobacter secundus	Bacteroidetes	refID109640	0.328307890132602
DHFR,folA	KosticAD_2015__PRJNA231909.3113669__bin.13|gene_id_568	32.43	GUT_GENOME000767_02545, KosticAD_2015__PRJNA231909.3113669__bin.13|gene_id_568	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp DSM 100440	Firmicutes	refID169536	0.0640600761234345
